nct_id,drug_name
NCT00004172,Radiation Therapy
NCT00004173,Oxaliplatin
NCT00004173,Paclitaxel
NCT00003810,Docetaxel
NCT00003810,gemcitabine hydrochloride
NCT00563862,Conventional Radiotherapy
NCT00563862,Accelerated Radiation Therapy
NCT00563862,Cisplatin
NCT00563862,Fluorouracil
NCT00004158,Melphalan
NCT00004158,Peripheral Blood Stem Cell Transplantation
NCT00004158,Ho 166 DOTMP
NCT00003645,Flutamide
NCT00003645,leuprolide acetate
NCT00003779,BCG vaccine
NCT00003664,Aldesleukin
NCT00003664,Interferon alpha-2b
NCT00003664,Fluorouracil
NCT00003664,gemcitabine hydrochloride
NCT00003682,doxorubicin hydrochloride
NCT00003682,Methylprednisolone
NCT00004202,Carboplatin
NCT00004202,Chemotherapy
NCT00004202,Efaproxiral
NCT00004202,Paclitaxel
NCT00004202,Radiation Therapy
NCT00003447,gemcitabine hydrochloride
NCT00003447,vinorelbine tartrate
NCT00003463,Carmustine
NCT00003463,irinotecan hydrochloride
NCT00003463,Polifeprosan 20
NCT00003463,Surgical Procedure
NCT00003687,dextromethorphan hydrobromide
NCT00003687,morphine sulfate
NCT00003239,Interferon alpha-2b
NCT00003239,Cytarabine
NCT00003239,Omacetaxine mepesuccinate
NCT00003210,Edodekin alfa
NCT00003210,Laboratory Biomarker Analysis
NCT00003193,Amifostine
NCT00003193,Paclitaxel
NCT00003193,Conventional Surgery
NCT00003193,Radiation Therapy
NCT00003357,GM2-KLH Vaccine
NCT00003357,QS 21
NCT00003128,Filgrastim
NCT00003128,Ifosfamide
NCT00003128,Paclitaxel
NCT00004162,Sargramostim
NCT00004162,Methotrexate
NCT00004162,Pegylated liposomal doxorubicin
NCT00004162,vincristine sulfate
NCT00001626,Antithymocyte globulin
NCT00001626,Cyclophosphamide
NCT00001626,Cyclosporin
NCT00003261,Methotrexate
NCT00003261,Zidovudine
NCT00003261,Neoadjuvant Therapy
NCT00003261,Radiation Therapy
NCT00019214,MART-1 Antigen
NCT00019214,Aldesleukin
NCT00019214,gp100 Antigen
NCT00154726,Paclitaxel
NCT00002990,BCG vaccine
NCT00003495,Antineoplaston-A10
NCT00003495,Antineoplaston-AS2-1
NCT00001449,Gemcitabine
NCT00001449,Floxuridine
NCT00001449,Folinic acid
NCT00002865,Filgrastim
NCT00002865,Cyclophosphamide
NCT00002865,Cytarabine
NCT00002865,Dexamethasone
NCT00002865,doxorubicin hydrochloride
NCT00002865,Etoposide
NCT00002865,Ifosfamide
NCT00002865,leucovorin calcium
NCT00002865,Mesna
NCT00002865,Methotrexate
NCT00002865,Hydrocortisone
NCT00002865,vincristine sulfate
NCT00002865,Low-LET Cobalt-60 Gamma Ray Therapy
NCT00002865,Low-LET Photon Therapy
NCT00869284,Cyclophosphamide
NCT00869284,Epirubicin
NCT00869284,Vindesine
NCT00869284,Prednisone
NCT00869284,Mitoxantrone
NCT00869284,Cytarabine
NCT00869284,Total-Body Irradiation
NCT00869284,Carmustine
NCT00869284,Etoposide
NCT00869284,Peripheral Blood Stem Cell
NCT00002551,Fluorouracil
NCT00002551,leucovorin calcium
NCT00002551,levamisole hydrochloride
NCT00002551,Radiation Therapy
NCT00001398,Ancestim
NCT00003364,Cisplatin
NCT00003364,Cyclophosphamide
NCT00003364,doxorubicin hydrochloride
NCT00003364,Etoposide
NCT00003364,vincristine sulfate
NCT00003364,Radiation Therapy
NCT00002844,Cyclophosphamide
NCT00002844,Allogeneic Bone Marrow Transplantation
NCT00002844,Autologous Bone Marrow Transplantation
NCT00002844,Total-Body Irradiation
NCT00002844,Bone Marrow Transplantation
NCT00002456,Cyclosporin
NCT00002456,Methotrexate
NCT00002456,Allogeneic Bone Marrow Transplantation
NCT00000660,Etoposide
NCT00002003,mitoxantrone hydrochloride
NCT00002003,Etoposide
NCT00041691,Labetuzumab Y-90
NCT00365755,Carboplatin
NCT00365755,Cisplatin
NCT00365755,Cyclophosphamide
NCT00365755,Etoposide
NCT00365755,Melphalan
NCT00365755,vincristine sulfate
NCT00365755,Autologous Bone Marrow Transplantation
NCT00365755,Conventional Surgery
NCT01410708,Dasatinib
